appid,game_name,release_year,rec_cpu_requirement,rec_gpu_requirement,rec_ram_gb,matched_cpu_chipset,matched_cpu_price,matched_gpu_chipset,matched_gpu_price,matched_ram_size,matched_ram_price,total_estimated_price
799270,Looney Rally,2018,AMD FX-6300 or Intel Core i5-3570K,Nvidia GeForce GTX 660 or AMD Radeon HD 7850,0.0,Intel Core i5-4570T,49,GeForce GTX 660 Ti,239,2 GB,11,299.00
848410,Detached: Non-VR Edition,2018,Intel Core i7-3770K Quad Core CPU or better,NVIDIA GTX 980 / AMD Radeon R9 390X equivalent or greater.,8,Intel Core i5-2400,49.99,GeForce GTX 980,389,16 GB,31.99,470.98
508410,SKIPCHASER,2018,1.5 GHz processor,OpenGL 2.1 or higher (available in most modern Windows systems),2,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,2 GB,11.74,144.72
595260,Heat Guardian,2018,Intel i5,GeForce GTX 660,16,Intel Core i5-4570T,49,GeForce GTX 660 Ti,239,16 GB,17.51,305.51
774351,Citystate,2018,Intel Core i7-4770,Radeon HD 3200,4,Intel Core i7-4770K,99,Radeon Pro WX 3200,132.69,4 GB,11.77,243.46
704850,Thief Simulator,2018,Intel Core i7,NVidia GeForce GTX 1050,8,Intel Core i7-3770,98.69,GeForce GTX 1050 Ti,263.99,16 GB,31.99,394.67
770500,Goblin Gearshop,2018,Dual Core @2.60GHz,NVIDIA GeForce GTX 660 / AMD Radeon R7 260X,2,Intel Pentium E5700,14.99,GeForce GTX 660 Ti,239,2 GB,11,264.99
848500,Sniper Strike: Special Ops,2018,Intel Core i5 or AMD Equivalent,NVIDIA Geforce GTX 960,4,Intel Core i5-2400,49.99,GeForce GTX 960,249,4 GB,11.77,310.76
628290,All Walls Must Fall - A Tech-Noir Tactics Game,2018,Quad-core Intel or AMD processor 2.5 GHz or faster,DX11 compatible video card,8,Intel Pentium E5700,14.99,GeForce 9500 GT,119.99,16 GB,31.99,166.97
810050,Starbucket,2018,Intel Core i5 3210m and up (or equivalent),Intel HD Graphics 4000 and up (or equivalent) [DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities],4,Intel Core i5-2400,49.99,GeForce 9500 GT,119.99,4 GB,11.77,181.75
860070,BULLETLINE,2018,Core i7,SM4 1GB VRAM,6,Intel Core i7-3770,98.69,GeForce GTX 1660,231.32,16 GB,31.99,362.00
453910,Love is Dead,2018,2.0 GHz Quad Code,Shader Model 3.0 512mb VRAM,4,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,4 GB,11.77,144.75
839370,The story of Gods 七神物语,2018,Intel Core2 Duo or better,DirectX 9/OpenGL 4.1 capable GPU,2,Intel Core i3-7100T,29,GeForce 9500 GT,119.99,2 GB,11.74,160.73
775430,Discovery Tour by Assassin’s Creed®: Ancient Egypt,2018,Intel Core i7- 3770 @ 3.5 GHz or AMD FX-8350 @ 4.0 GHz,NVIDIA GeForce GTX 760 or AMD R9 280X (3GB VRAM with Shader Model 5.0 or better),8,Intel Core i7-3770,98.69,GeForce GTX 760,269,8 GB,11.99,379.68
775850,Piwall,2018,Intel i5-4590/AMD Ryzen 5 1500X or greater,NVIDIA GTX 970/AMD Radeon R9 290 or greater,8,AMD Ryzen 5 5500,74.22,GeForce GTX 970,100,8 GB,11.99,186.21
859340,Seeking Dawn,2018,Intel® Core™ i7-6700 (3.4GHz and above) / AMD FX™-9370 (4.4GHz and above),AMD Radeon™ R9 Fury X / NVIDIA® GeForce® GTX 1070,8,Intel Core i7-3770,98.69,GeForce GTX 1070,469,16 GB,31.99,599.68
606150,Moonlighter,2018,Intel(R) Core(TM) i5,GeForce GTX 660,8,Intel Core i5-4570T,49,GeForce GTX 660 Ti,239,8 GB,11.99,299.99
709050,GHOUL,2018,3.2 GHz Quad Core CPU,NVIDIA® GeForce® GTX 960 or AMD Radeon R7 370,8,Intel Xeon E3-1220 V6,25,GeForce GTX 960,249,16 GB,31.99,305.99
893680,Project Warlock,2018,Intel Core i5 2400 or AMD X8 FX-8350,GeForce GTX 1050 (2GB) or AMD Radeon RX 480,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,16 GB,31.99,345.97
827770,Pathosis,2018,Intel Core i5 4690K,NVIDIA Geforce GTX 980,8,Intel Core i5-4690,52,GeForce GTX 980,389,16 GB,31.99,472.99
776100,One Night On The Road,2018,4 ghz,Nvidia GTX 1050 TI,8,AMD FX-4350,55.05,GeForce GTX 1050 Ti,263.99,,31.99,351.03
840090,Battleground Shooting Training 吃鸡枪法训练器,2018,Intel i7-6700 equivalent or greater,AMD RX 470 or NVIDIA GTX 970,8,Intel Core i7-6700,123,GeForce GTX 970,100,,31.99,254.99
618670,One Bullet left,2018,Intel Core i5-4670K,Geforce GTX 760,4,Intel Core i5-4670K,105.86,GeForce GTX 760,269,,11.77,386.63
893370,Absolute Adventure,2018,Intel Core i3 Series,DirectX 9/OpenGL 4.1 capable GPU,8,Intel Core i3-7100T,29,GeForce 9500 GT,119.99,,31.99,180.98
812140,Assassin's Creed® Odyssey,2018,"AMD FX-8350 @ 4.0 GHz, Ryzen 5 - 1400, Intel Core i7-3770 @ 3.5 GHz or better (MORE DETAILS HERE)","AMD Radeon R9 290, NVIDIA GeForce GTX 970 (4GB VRAM with Shader Model 5.0) or better (MORE DETAILS HERE)",8,Intel Core i7-3770,98.69,GeForce GTX 970,100,,31.99,230.68
707320,Keatz: The Lonely Bird,2018,Dual Core 2Ghz+,"256 MB of Video Memory, Capable of Shader Model 2.0+",4,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.77,144.75
788210,The Bonfire: Forsaken Lands,2018,3 GHz,1 GB VRAM,2,Intel Pentium E5700,14.99,GeForce GTX 1660,231.32,,11.74,258.05
890970,Oakwood,2018,3.0+ GHZ Quad Core,"GTX 660 or better, Radeon HD 7870 or better",16,Intel Core i5-2400,49.99,GeForce GTX 660,,,43.83,93.82
556050,Hyper Jam,2019,Intel Core i5-4430 @ 3.00GHz (or equivalent),GeForce GTX 960 / Radeon RX 570 (or equivalent),4,Intel Core i5-4430,83,GeForce GTX 960,249,,11.77,343.77
545040,Feather,2019,3.2GHz CPU Quad Core,Geforce GTX 960 or equivalent,8,Intel Xeon E3-1220 V6,25,GeForce GTX 960,249,,31.99,305.99
1044020,Potata: fairy flower,2019,Intel Core i5,GeForce GTX 760M,8,Intel Core i5-2400,49.99,GeForce GTX 760,269,,31.99,350.98
1104660,MO:Astray,2019,Intel Core i5-4210H CPU @ 2.9GHz,Nvida GTX 960,8,Intel Core i5-2400,49.99,GeForce GTX 960,249,,31.99,330.98
1140260,Blade Warrior,2019,1.5 GHz,Any 100% OpenGL capable (Card or Onboard),0.3,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
1070980,Astro4x,2019,2.0Ghz,DirectX 11+ compatible card,1.0,Intel Pentium E2220,12.99,GeForce GTX 760,269,,11.74,293.73
1057710,Funny Bunny: Adventures,2019,Intel Core i5,"NVidia 560 GTX, ATI Radeon HD 6870",4,Intel Core i5-2400,49.99,GeForce GTX 560 Ti,701.12,,11.77,762.88
1060300,Homeless Simulator,2019,Dual Core 2.4 GHz,GeForce GTX 960,2,Intel Pentium E2220,12.99,GeForce GTX 960,249,,11.74,273.73
1070800,Depths of Madness,2019,Intel Core i7,GeForce GTX 960,8,Intel Core i7-3770,98.69,GeForce GTX 960,249,,31.99,379.68
1135400,Captain fly and sexy students,2019,Intel Core i3-650 (or equivalent),GeForce GTX 580 (or equivalent),8,Intel Core i3-7100T,29,GeForce GTX 580,,,31.99,60.99
1060810,The Sphere of Abyss,2019,Intel® Core™ i5/AMD Phenom™ II X940 or better,NVIDIA® GeForce® GTX 560/ATI Radeon™ HD 6870 or better,4,Intel Core i5-2400,49.99,GeForce GTX 560 Ti,701.12,,11.77,762.88
1056580,Family Hidden Secret - Hidden Objects Puzzle Adventure,2019,core i5,NVIDIA GeForce GTX 960 2GB,4.0,Intel Core i5-2400,49.99,GeForce GTX 960,249,,11.77,310.76
1058500,Muscle Car Robot,2019,Intel i5,GTX 950,4,Intel Core i5-2400,49.99,GeForce GTX 950,199,,11.77,260.76
1108740,Stick Em Up,2019,Ryzen 5 1600 or Intel Core i5,Gtx 1050 or AMD equivalent,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1123400,The Land of Exile,2019,Intel Core i7,NVIDIA® GeForce® GTX 960 or AMD R9 380x,8,Intel Core i7-3770,98.69,GeForce GTX 960,249,,31.99,379.68
1081560,GOLD EXPRESS,2019,"Intel i5 2500(4 Core, 3.3HGz) or equivalent",NVIDIA GeForce GTX 1050 or equivalent,6,Intel Core i5-2500K,100,GeForce GTX 1050 Ti,263.99,,31.99,395.98
858860,Tabletop Gods,2019,i5,GTX 960 (For Non VR) and GTX 980 (VR),8,Intel Core i5-2400,49.99,GeForce GTX 960,249,,31.99,330.98
965610,Reiner Knizia Yellow & Yangtze,2019,Intel Core 2 Duo E6600 or AMD Athlon 64 X2 5000+ or better,Graphics card with DX11 or OpenGL 3.x capabilities,4,Intel Pentium Gold G5420,29,GeForce 9500 GT,119.99,,11.77,160.76
1051470,Animal Friends Adventure,2019,"Intel Core i5-2300, 2.8 GHz / AMD FX-6300, 3.5GHz or AMD Ryzen™ 5 1400, 3.2 GHz",NVIDIA® GeForce™ GTX 780 or NVIDIA® GeForce™ GTX 1060-6GB / AMD® Radeon™ R9 290 or RX 570,8,Intel Core i5-2400,49.99,GeForce GTX 780,,,31.99,81.98
977340,Skinny,2019,2.5 GHz Dual Core CPU,Geforce GTX 970/Radeon RX470 or better,4,Intel Pentium E5700,14.99,GeForce GTX 970,100,,11.77,126.76
964920,Space Tycoon | 星际大亨,2019,Intel Core i5-4430 / AMD FX-6300 ++++,nVidia GeForce GTX 960 2GB / AMD Radeon R7 370 4GB ++++,8,Intel Core i5-2400,49.99,GeForce GTX 960,249,,31.99,330.98
1048160,Skyward,2019,2.4 Ghz (Intel Core i5 / AMD Phenom II),GeForce 8000+ / Radeon HD 5000+,4,Intel Pentium E2220,12.99,GeForce GTX 980,389,,11.77,413.76
1048410,Becoming a Dandelion Spore,2019,Dual Core 2.4 GHz,GeForce GTX 960,0.0,Intel Pentium E2220,12.99,GeForce GTX 960,249,,11.74,273.73
1131830,Gunk,2019,Intel Core i9-9900K,Nvidia GeForce RTX 2080 Ti.,0.0,Intel Core i9-9900KF,329,GeForce RTX 2080 Ti,879,,11.74,1219.74
1059090,The Underground Watcher/地下监察员,2019,2.4 Ghz+ Processor,512MB VRAM,2.0,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
987330,Street Outlaws: The List,2019,Intel Core i5-6600K / AMD Ryzen 5 1600,GeForce GTX 1050 ti / AMD Radeon RX 580,6,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1037970,I'm Hungry,2019,Intel i5-4590 or AMD Ryzen 5 1500X or greater,Nvidia GeForce GTX 970 or AMD Radeon 290 or greater,8,AMD Ryzen 5 5500,74.22,GeForce GTX 970,100,,31.99,206.21
740550,Record of Agarest War Mariage,2019,3GHz Intel i3,DirectX 11.x or OpenGL 3.3 with video card with 1GB ram and support for v4 shader,8,Intel Pentium E5700,14.99,GeForce GTX 760,269,,31.99,315.98
992950,Circle Rally Party,2019,Intel i5-7xxx 2.5Ghz or any equivalent,NVIDIA GTX 650 or AMD Radeon HD7770 or any equivalent,8,Intel Pentium E5700,14.99,GeForce GTX 650,,,31.99,46.98
570820,Dusty Raging Fist,2019,Intel Core2Duo i5,2gb ram and above,8,Intel Core i5-2400,49.99,GeForce GTX 760,269,,31.99,350.98
1134390,Voidlifted,2019,2 Ghz,Graphics card with DX10 (shader model 4.0) capabilities,1,Intel Pentium E2220,12.99,GeForce GTX 760,269,,11.74,293.73
1065460,ReThink | Evolved 3,2019,AMD Ryzen 3 / Intel Core i3,AMD R9 290 / nvidia GTX 970,4,Intel Core i3-7100T,29,GeForce GTX 970,100,,11.77,140.77
968480,Dimensum - Bizzarre Huntseeker,2019,Intel Core i5-9400F or AMD Ryzen 5 PRO 3600 or Later,NVIDIA GeForce GTX 780 Ti or AMD Radeon Pro 580X or Later,16,Intel Core i5-2400,49.99,GeForce GTX 780 Ti,,,43.83,93.82
795960,Murder Diaries: Ankara,2019,Intel i7,NVIDIA GeForce GTX1050,16,Intel Core i7-3770,98.69,GeForce GTX 1050 Ti,263.99,,43.83,406.51
728530,SD GUNDAM G GENERATION CROSS RAYS,2019,Intel Core i5 3470 or AMD FX-6300,NVIDIA GeForce GT 750 or Radeon HD 7790,4,Intel Core i5-2400,49.99,Radeon HD 7790,142.85,,11.77,204.61
919220,Destiny or Fate,2019,2.0 Ghz,1GB Video Memory,8,Intel Pentium E2220,12.99,GeForce GT 630,,,31.99,44.98
946380,TheMemory,2019,"Quad-core Intel or AMD processor, 3 GHz or faster",NVIDIA GeForce GTX 970 or AMD Radeon R9 290 series card of higher,4,Intel Pentium E5700,14.99,GeForce GTX 970,100,,11.77,126.76
1142890,Heart in the Dark,2019,"Intel Core i7 9700K 3,6 GHz",GeForce RTX 3080-Grafikkarte,0.0,Intel Core i7-9700K,239.43,GeForce RTX 3080 10GB,779,,11.74,1030.17
1190840,Boomer Remover,2019,i5-3570,GTX 960,8,Intel Core i5-3570K,128.99,GeForce GTX 960,249,,31.99,409.98
1018810,Drumpfy Walls,2019,Intel i7,4GB+ Direct 9 GPU,4,Intel Core i7-3770,98.69,GeForce 9500 GT,119.99,,11.77,230.45
1072170,Order Up VR,2019,"Intel i5-4590, AMD FX 8350 equivalent or better","Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better.",4,Intel Core i5-2400,49.99,GeForce GTX 970,100,,11.77,161.76
1126550,I'm from area 51,2019,Intel® Core™ i5,2 GB DX9 Compliant,4,Intel Core i5-2400,49.99,GeForce 9500 GT,119.99,,11.77,181.75
1095140,PrimeOrbial,2019,Processor Core: i5 2.8 Ghz,Nvidia GTX 660 or AMD Radeon HD 7870 equivalent DX11 GPU,0.0,Intel Pentium E5700,14.99,GeForce GTX 660,,,11.74,26.73
1131570,DoSK,2019,Core i5,NVIDIA Geforce 2GB RAM,8,Intel Core i5-2400,49.99,GeForce GTX 760,269,,31.99,350.98
1093120,Box Labyrinth,2019,64bit Intel compatible Quad Core CPU,DX11 based graphics card,8,Intel Xeon E3-1220 V6,25,GeForce GTX 460,154.87,,31.99,211.86
1117380,Project Cappuccino,2019,Intel Core i5,NVIDIA GTX 660 / AMD 7850,4,Intel Core i5-2400,49.99,GeForce GTX 660,,,11.77,61.76
375570,Goblin Quest: Escape!,2019,Dual-Core Intel i5 or equivalent,DX11-compatible with 2 GB memory,4,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.77,179.63
1093220,Eat this!,2019,Intel i5-4590 or AMD FX 8350 equivalent,Nvidia GeForce GTX 970 or AMD Radeon R9 290 equivalent,8,Intel Core i5-2400,49.99,GeForce GTX 970,100,,31.99,181.98
1053660,Chaos Starter,2019,Dual Core 2.4 GHz,GeForce GTX 960,2,Intel Pentium E2220,12.99,GeForce GTX 960,249,,11.74,273.73
1010410,Dragon Roller Coaster HD,2019,Intel i7-3770 equivalent or greater,NVIDIA® GeForce® GTX 980 equivalent or greater,2,Intel Core i7-3770,98.69,GeForce GTX 980,389,,11.74,499.43
875310,LIBERATED,2020,AMD Ryzen 5 or Intel Core i5 (3.2 GHz or higher),"NVIDIA GeForce GTX 970, AMD Radeon RX 580 or equivalent with 4 GB of VRAM",8,Intel Xeon E3-1220 V6,25,GeForce GTX 970,100,,31.99,156.99
1300580,Battle Baseball,2020,i5,gtx 1050,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1084640,Chicken Police - Paint it RED!,2020,Quad Core CPU - 3 GHZ,Nvidia GTX 760 / AMD R7 370,8,Intel Pentium E5700,14.99,GeForce GTX 760,269,,31.99,315.98
1116580,Shady Part of Me,2020,AMD Athlon II X3 450 / Intel Core 2 Quad Q6600,"2 GB VRAM, AMD Radeon HD 7850 / Nvidia GeForce GTX 660",8,Intel Xeon E3-1220 V6,25,GeForce GTX 660,,,31.99,56.99
1123230,HEXTERMINATE,2020,Intel(R) Core(TM) i5-2500 CPU @ 3.30GHz,NVIDIA GeForce GTX 2060,8,Intel Core i5-2500K,100,GeForce RTX 2060,309,,31.99,440.99
1299010,Overseer,2020,Intel 64-bit Quad Core,DX11 based graphics card,4,Intel Xeon E3-1220 V6,25,GeForce GTX 460,154.87,,11.77,191.64
1420850,CyberTaxi,2020,Intel Core i5-7600 or AMD Ryzen 5 2600,NVIDIA GeForce GTX 1050 Ti 4GB or AMD Radeon R9 390,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1178790,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,2020,"Intel(R) Core(TM) i3-530 2.93 Ghz, or better",DirectX 11.0 compatible GPU with at least 2GB of VRAM,4,Intel Core i3-530,45,GeForce GTX 760,269,,11.77,325.77
1275410,Only One Rectangle,2020,1 core 2000 MHz,512 MB RAM,2.0,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.74,179.60
1251750,Family Man: Prologue,2020,High-range Intel Core i5,Nvidia Geforce GTX 760/equivalent or higher,4,Intel Core i5-2400,49.99,GeForce GTX 760,269,,11.77,330.76
1397470,Tsuro - The Game of The Path,2020,Quad Core 3GHz,Nvidia Geforce GTX 980 or equivalent,8,Intel Pentium E5700,14.99,GeForce GTX 980,389,,31.99,435.98
466630,The Pedestrian,2020,Intel i5,NVIDIA Geforce GTX 660,8,Intel Core i5-2400,49.99,GeForce GTX 660,,,31.99,81.98
1267960,FotoMuseo 3D,2020,2.0 GHz Quad Core,3 GB VRAM,2,Intel Pentium E2220,12.99,GeForce GTX 760,269,,11.74,293.73
1130410,Cyber Hook,2020,Dual Core 2 Ghz CPU,Geforce GTX 970 or AMD Radeon R9 290,4,Intel Pentium E2220,12.99,GeForce GTX 970,100,,11.77,124.76
529970,PositronX,2020,Intel Core i7 3.40 GHz or similar,NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 470,8,Intel Xeon E3-1220 V6,25,GeForce GTX 1050 Ti,263.99,,31.99,320.98
795990,Rise - The Vieneo Province,2020,AMD Ryzen 5 or Intel Core i5,AMD Radeon RX 560 or nVidia GeForce 1050 Ti,4,Intel Core i5-2400,49.99,GeForce GTX 560 Ti,701.12,,11.77,762.88
1345030,Bomber Games,2020,Intel Core i7 or equivalent,NVIDIA GTX 660 or AMD Radeon HD 7950,8,Intel Core i7-3770,98.69,GeForce GTX 660,,,31.99,130.68
1255740,Karma Knight,2020,Intel i5,NVIDIA GeForce GTX 950,2,Intel Core i5-2400,49.99,GeForce GTX 950,199,,11.74,260.73
1347390,Beaver Fun™ River Run - Steam Edition,2020,i3-8100 or equivalent,GTX 1050 or equivalent,8,Intel Core i3-8100,60.78,GeForce GTX 1050 Ti,263.99,,31.99,356.76
1217930,VR Jetpack Game,2020,Intel i7,NVIDIA RTX 3060,16,Intel Core i7-3770,98.69,GeForce RTX 3060 12GB,256.98,,43.83,399.50
1040370,Thigh Climbers,2020,Intel i7 or equivalent,NVIDIA GTX 960 or equivalent,8,Intel Core i7-3770,98.69,GeForce GTX 960,249,,31.99,379.68
650740,Leap of Champions,2020,Intel-core i5-3470,GeForce GTX 960 or Radeon HD R7,8,Intel Core i5-3470,95.46,GeForce GTX 960,249,,31.99,376.45
1356460,Commander '85 Prologue,2020,Core i3 / Ryzen 3,NVIDIA GTX 660 2GB VRAM or equivalent,4,Intel Core i3-7100T,29,GeForce GTX 660,,,11.77,40.77
1037830,Rascal Fight | 捣蛋大作战,2020,I5,GTX1050,4,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,11.77,325.75
1252250,Rebornia - MMORPG 2D,2020,i3 or Better,1 GB VRAM OpenGL: Version 2.1+ &amp; ARB Extensions,2,Intel Core i3-7100T,29,GeForce GT 630,,,11.74,40.74
851850,DRAGON BALL Z: KAKAROT,2020,Intel Core i5-3470 or AMD Ryzen 3 1200,GeForce GTX 960 or Radeon R9 280X,8,Intel Core i5-2400,49.99,GeForce GTX 960,249,,31.99,330.98
1300390,Sunset Shapes,2020,Quad-Core 3.0 Ghz,GPUs supporting OpenGL 3.3,4,Intel Pentium E5700,14.99,GeForce GTX 460,154.87,,11.77,181.63
1339030,Final Hope: The Plot,2020,Intel Core i5 or equivalent,NVIDIA GeForce GTX 770 or AMD R9 280,4,Intel Core i5-2400,49.99,GeForce GTX 770,,,11.77,61.76
891020,Handball 21,2020,Intel Core i5-4570 or AMD FX-8350,NVIDIA GeForce GTX 780 or AMD Radeon R9 290X,8,Intel Core i5-2400,49.99,GeForce GTX 780,,,31.99,81.98
924740,Beyond Senses,2020,Quad Core or better,DirectX11 compatible Graphic Card,8,Intel Xeon E3-1220 V6,25,GeForce GTX 760,269,,31.99,325.99
1273180,Glory Horse Racing,2020,Intel Core i5 / AMD FX serie 8000,NVIDIA GeForce GTX 770 2GB / AMD Radeon R9 serie 2GB,0.0,Intel Core i5-2400,49.99,GeForce GTX 770,,,11.74,61.73
975150,Resolutiion,2020,2.0 GHz,OpenGL ES 3.0+ Compatible Card,4,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.77,179.63
1252020,Ahlman Mansion 2020,2020,Intel Core i5-2500K or AMD Ryzen 5 1400 or Higher,NVIDIA GeForce GTX 760 or AMD Radeon HD 7950 or Higher,6,Intel Core i5-2400,49.99,GeForce GTX 760,269,,31.99,350.98
1251760,Colorful 3D II,2020,Intel Core i5 9600K,Nvidia GeForce GTX 1660Ti,8,Intel Core i5-9600K,166,GeForce GTX 1660 Ti,425,,31.99,622.99
1363660,Emerald Lake,2020,Intel® Core™ i5,2 GB DX9 Compliant,4,Intel Core i5-2400,49.99,GeForce GTX 460,154.87,,11.77,216.63
1600670,DawnWander,2021,Intel Core i5-8400 or AMD Ryzen 5,Nvidia GeForce GTX 1050ti 4gb,16,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,43.83,357.81
1517870,StalakMiner,2021,Intel Core i3 8XXX Series / AMD Ryzen 5 1XXX Series,GeForce GTX 1660 / Radeon RX 590,8,Intel Core i3-7100T,29,GeForce GTX 1660,231.32,,31.99,292.31
1100500,Last Contingency,2021,hex-core processor AMD[Ryzen 5 3600] Intel [Core i5-9600K],Nvidia gtx 1660 6gb OR AMD rx580 8gb,16,AMD Ryzen 5 5500,74.22,GeForce GTX 1660,231.32,,43.83,349.37
1048530,Rise of Humanity,2021,3.0 GHz Intel Core i5,NVIDIA GeForce GTX960,16,Intel Pentium E5700,14.99,GeForce GTX 960,249,,43.83,307.82
1584280,Steel Salvo,2021,Intel i5 4460 - AMD Ryzen R3 1200 or equivalent,NVIDIA Geforce GTX 970 - AMD Radeon R9 390,8,Intel Core i5-2400,49.99,GeForce GTX 970,100,,31.99,181.98
1101420,Dragon Call,2021,Intel(R)Core i5 3.2GHz,GeForce GTX 960/Radeon HD 7900 or better,7.8,Intel Xeon E3-1220 V6,25,GeForce GTX 960,249,,31.99,305.99
1762510,Cinnet:I,2021,Intel Core i7,"1.5GB VRAM, NVIDIA Geforce GTX 660 / ATI Radeon HD 7850",7.8,Intel Core i7-3770,98.69,GeForce GTX 660 Ti,239,,31.99,369.68
1659910,Mystery of Camp Enigma 2: Point & Click Puzzle Adventure,2021,1.1 GHz Processor,Graphics card with DX10,2,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.74,179.60
1675070,SMETANKA,2021,Intel® Core™ i5 Serise or better,NVIDIA® GeForce® GTX 500 Series or AMD Radeon™ HD6000 Series (VRAM 1GB) or better,4,Intel Core i5-2400,49.99,GeForce GTX 550 Ti,,,11.77,61.76
1590070,Project Hunter,2021,Intel i5-750 / AMD Athlon X4 740,Nvidia GTX1050,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1341200,DYNASTY WARRIORS 9 Empires,2021,Intel Core i7 3770 / AMD Ryzen 5 2600 or over,"NVIDIA GeForce GTX 1660 / AMD Radeon RX 5600 XT or over, VRAM 6GB or over",8,Intel Core i7-3770,98.69,GeForce GTX 1660 SUPER,339,,31.99,469.68
990630,The Last Campfire,2021,Intel Core i5 2.8 GHz,NVIDIA GTX 1660/AMD RX 5600 XT,8,Intel Pentium E5700,14.99,GeForce GTX 1660 SUPER,339,,31.99,385.98
1631930,The Insignia Project,2021,AMD Ryzen 5 1600,Nvidia GTX 1050,4,AMD Ryzen 5 1600 (12nm),99,GeForce GTX 1050 Ti,263.99,,11.77,374.76
955300,ShotKill,2021,"Intel i5 2500Ghz , i7 2600, 2700 or better",NVidia Geforce GTX 960 or greater,6,Intel Core i3-10100F,100,GeForce GTX 960,249,,31.99,380.99
1328510,Save Iron Globe,2021,3.2 GHz,1 GB VRAM,1,Intel Xeon E3-1220 V6,25,GeForce GT 630,,,11.74,36.74
1630810,Silent Woods: the Cleansed,2021,intel core i7,NVIDIA GeForce GTX 960M,8,Intel Core i7-3770,98.69,GeForce GTX 960,249,,31.99,379.68
471710,Rec Room,2021,Intel i7 or Ryzen 5 3600,GTX 980 or better,16,AMD Ryzen 5 5500,74.22,GeForce GTX 980,389,,43.83,507.05
1385100,Insurmountable,2021,"Intel® Core™ i7-3770, AMD FX™-9590, or better","NVIDIA® GeForce® GTX 970 with 6GB VRAM, AMD Radeon™ RX 480 with 8GB VRAM, or better",8,Intel Core i7-3770,98.69,GeForce GTX 970,100,,31.99,230.68
1276790,Ruined King: A League of Legends Story™,2021,"Intel Core i3-6100, AMD FX-8120","Geforce GTX 660Ti, Radeon HD 7950",8,Intel Core i3-7100T,29,GeForce GTX 660 Ti,239,,31.99,299.99
1389550,Mind Scanners,2021,High-range Intel Core i5,Nvidia Geforce GTX 760/equivalent or higher,3,Intel Core i5-2400,49.99,GeForce GTX 760,269,,11.77,330.76
