appid,game_name,release_year,rec_cpu_requirement,rec_gpu_requirement,rec_ram_gb,matched_cpu_chipset,matched_cpu_price,matched_gpu_chipset,matched_gpu_price,matched_ram_size,matched_ram_price,total_estimated_price
1655090,Thirty Minute Nightmare,2021,Intel(R) Core(TM) i7 - 8750H CPU @ 2.20 GHz 2.21 GHz,NVIDIA GeForce RTX 2070 with Max-Q Design,16,Intel Core i7-3770,98.69,GeForce RTX 2070 SUPER,689,,43.83,831.52
1603780,Pincushion,2021,intel i5,GTX 1050,2,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,11.74,325.72
1748740,Evolution: Moon Warfare,2021,i9 or higher,2060ti or higher,4,Intel Core i9-7920X,170.66,GeForce RTX 2060 SUPER,575,,11.77,757.43
1780900,Knockball pool,2021,1.6 Ghz,DirectX8 compatible,1,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.74,179.60
1779650,Us Against Aliens,2021,Intel(R) Celeron(R) CPU G530 @2.40 GHz,GTX 1050,8,Intel Pentium E2220,12.99,GeForce GTX 1050 Ti,263.99,,31.99,308.97
1585250,The Space Between,2021,AMD Phenom II X4 965 / Intel Core i5-3470 3.2GHz or higher,256 MB video card or higher,2,Intel Core i5-2400,49.99,GeForce GTX 460,154.87,,11.74,216.60
1384910,Shinobi Breaker,2021,Core i7 6700,NVDIA RTX 2070,16,Intel Core i7-6700,123,GeForce RTX 2070 SUPER,689,,43.83,855.83
1504670,VR Plane Crash,2021,Intel Core i5-4590 / AMD FX 8350 or higher,NVIDIA GTX 1050 or higher,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1394500,Frontline: World War II,2021,Dual-Core Intel i5 CPU @ 2GHz+,Intel 4xxx Series w/ 512MB VRAM or better,2.0,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.74,179.60
1627180,Operation Insanity,2021,Intel Core i7-6700K or AMD equivalent,Nvidia GTX 2060 or AMD equivalent,0.0,Intel Core i7-3770,98.69,GeForce RTX 2060,309,,11.74,419.43
1758600,ATRIA-1,2021,Core i7 / AMD Ryzen 7,RTX 3060,8,Intel Core i7-3770,98.69,GeForce RTX 3060 12GB,256.98,,31.99,387.66
1336600,Cabin Fever,2021,Modern Intel/AMD CPU 2GHz+,Graphics card with DX9 (shader model 2.0) capabilities. Anything made since 2004 should work.,4,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.77,144.75
1127970,Retro Machina,2021,Intel Core i5 or AMD Ryzen 3,Nvidia GTX 1050 or AMD RX 560,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1624780,Mosaic Hearts Preview (Chap 00 - 01),2021,Intel i7 9750H CPU 2.60GHz,NVIDIA GeForce GTX 1650,16,Intel Core i7-3770,98.69,GeForce GTX 1650 SUPER,419,,43.83,561.52
1140790,Kung Fu Jesus,2021,3.5Ghz,nVidia GTX 1050Ti or equivalent,16,Intel Xeon E3-1220 V6,25,GeForce GTX 1050 Ti,263.99,,43.83,332.82
1755920,Infinite Lagrange,2021,Intel Core i5 above,512MB Video Card (DirectX 10 capabilities),4.0,Intel Core i5-2400,49.99,GeForce GTX 460,154.87,,11.77,216.63
1341620,ANCIENT EVIL,2021,Dual Core 3.0 Ghz,NVIDIA GeForce GTX 960 or amd Radeon HD 8000 series,2,Intel Pentium E5700,14.99,GeForce GTX 960,249,,11.74,275.73
1686050,Betrayer: Curse of the Spine - Prologue,2021,Intel i7,Intel HD Graphics or AMD Radeon HD Graphics (Discrete): Nvidia GeForce GTX 760 (or greater) or AMD Radeon HD 7600 (or greater),4,Intel Core i7-3770,98.69,GeForce GTX 760,269,,11.77,379.46
1591730,Ultreïa: Prologue,2021,i7-9700 @ 3.00GHz (or faster),NVIDIA GeForce GTX 1050 (or newer),8,Intel Core i7-9700K,239.43,GeForce GTX 1050 Ti,263.99,,31.99,535.41
1365590,Timewalk Tower Defense,2021,Intel i7 or Equivalent,Nvidia 1050 TI or Equivalent,0.0,Intel Core i7-3770,98.69,GeForce GTX 1050 Ti,263.99,,11.74,374.42
1630800,Crystal Sequence,2021,2 Ghz Dual Core,Graphics card supporting DirectX 9.0c,1,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
1494370,Insights - Maniac Vortex,2021,2 GHz Dual Core CPU,"ATI Radeon HD 4500 Series, Geforce 9400 GT or higher",2,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
1341710,Nightmare Zone,2021,Intel(R) Core(TM) i5-9600k,NVIDIA GeForce GTX 1650,16,Intel Core i5-9600K,166,GeForce GTX 1650 SUPER,419,,43.83,628.83
1523370,A.D. 2047,2021,Intel Core i7 6700K or over,"NVIDIA GeForce RTX 2060 SUPER or Over, VRAM 6GB or over",16,Intel Core i7-6700,123,GeForce RTX 2060 SUPER,575,,43.83,741.83
1420980,Epidemic,2021,i5 -4460,gtx660,8,Intel Core i5-4460,68.56,GeForce GTX 660,,,31.99,100.55
1456810,Don´t Spill,2021,Intel Core i5-650 / AMD A10-5800k,NVIDIA GeForce GTX 650 / Radeon HD 7510,8,Intel Core i5-2400,49.99,GeForce GTX 650,,,31.99,81.98
1794920,Pool Adventure,2021,Intel Core i7 or equivalent,NVIDIA GeForce GTX 770 or AMD R9 280,8,Intel Core i7-3770,98.69,GeForce GTX 770,,,31.99,130.68
1625450,Muck,2021,i5,GeForce GTX 660,8,Intel Core i5-2400,49.99,GeForce GTX 660,,,31.99,81.98
2050680,Warbox Sandbox,2022,Intel i5-6600 / AMD Ryzen 5 1400,GTX 1660 / RX 580,16,AMD Ryzen 5 5500,74.22,GeForce GTX 1660,231.32,,43.83,349.37
1522080,Jitsu Squad,2022,Intel i5+,NVIDIA GTX 960 / Radeon HD 5750 or better,16,Intel Core i5-2400,49.99,GeForce GTX 960,249,,43.83,342.82
1942490,Prison of the mind,2022,Intel Core i3-10 Gen,GTX 1050,8,Intel Core i3-7100T,29,GeForce GTX 1050 Ti,263.99,,31.99,324.98
1797590,Last Space Guardian,2022,Intel Core i3,Geforce Gtx 1030,8,Intel Core i3-7100T,29,GeForce GT 1030 DDR4,77.98,,31.99,138.97
1928660,SNOT,2022,Quad-Core CPU @ 3.4 GHz,Nvidia GTX 660 or equivalent,8,Intel Xeon E3-1220 V6,25,GeForce GTX 660,,,31.99,56.99
1927080,寂静破碎,2022,Intel CORE i7 9th Gen,NVIDIA GeForce RTX 2070,16,Intel Core i7-3770,98.69,GeForce RTX 2070 SUPER,689,,43.83,831.52
1976240,Dreams of Pain,2022,AMD Ryzen 7 5800X (or Intel equivalent),RTX 3060,16,Intel Pentium E5700,14.99,GeForce RTX 3060 12GB,256.98,,43.83,315.80
1927820,Alakenisland,2022,8 Core 4 GHz,10 TFLOPS FP32 8 GB VRAM (RTX 3050 / RX 5700 XT),16,AMD FX-4350,55.05,GeForce RTX 3050 8GB,219.99,,43.83,318.87
1888620,Save The Bear Cubs,2022,Intel Core i5 or equivalent,NVIDIA GeForce GTX 770 or AMD R9 280,4,Intel Core i5-2400,49.99,GeForce GTX 770,,,11.77,61.76
1928900,Rat Royal,2022,Intel Core i5-11400H (or AMD equivalent),NVIDIA GTX 1660 Ti (or AMD equivalent),16,Intel Core i5-2400,49.99,GeForce GTX 1660 Ti,425,,43.83,518.82
1751850,Ghost Terminator,2022,Intel or AMD 3.2 GHz +,GeForce RTX 2060 (or equivalent),16,Intel Xeon E3-1220 V6,25,GeForce RTX 2060,309,,43.83,377.83
1370390,Offroad Horizons: Arcade Rock Crawling,2022,"Quad-core Intel or AMD, 2.5 GHz or faster","GeForce GTX 1660 or Better, AMD Equivalent",6,Intel Pentium E5700,14.99,GeForce GTX 1660,231.32,,31.99,278.30
1394480,Rocco's Island: Ring to End the Pain,2022,AMD FX-8350 / AMD Ryzen 5 1600X or Intel(R) Core(TM) i5-4670,AMD Radeon HD 7850 or NVIDIA GeForce GTX 660,8,AMD Ryzen 5 5500,74.22,GeForce GTX 660,,,31.99,106.21
2004290,Instant War,2022,Intel Core i5 or AMD Equivalent,"2GB Video Memory, OpenGL 3.1+ Support",4,Intel Core i5-2400,49.99,GeForce GTX 760,269,,11.77,330.76
1890610,Headpunk: The Comic-Style Battle Chaos,2022,Intel Core i5,Nvidia Geforce GTX 1050 Ti,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1895410,Desktop Mars,2022,Intel® Core™ i5-6600K,GeForce GTX 1050 ti,8,Intel Core i5-6600K,89.99,GeForce GTX 1050 Ti,263.99,,31.99,385.97
1984110,Goetia 2,2022,"Intel core I5-4440, AMD FX 6300","Nvidia GeForce GT 740, AMD Radeon R7 250",8,Intel Core i5-2400,49.99,GeForce GT 740,147,,31.99,228.98
1624600,Realms VR,2022,Intel i5-4590 / AMD Ryzen 5 or Greater,"NVIDIA GTX 970 , AMD R9 290 or Greater.",8,Intel Core i5-2400,49.99,GeForce GTX 970,100,,31.99,181.98
2057860,Steam Ocean,2022,英特尔酷睿 i7/ AMD 5600X 6-Core Processor,NVIDIA GeForce RTX 3080 Ti,16,Intel Xeon E5-2620,36.75,GeForce RTX 3080 Ti,949.99,,43.83,1030.57
2236480,僵尸（THE JIANG SHI）,2022,Intel i7 7代,NVIDIA GeForce RTX 2070,16,Intel Core i7-3770,98.69,GeForce RTX 2070 SUPER,689,,43.83,831.52
1972400,Package Rush,2022,Dual Core 3.4 GHz,NVIDIA GeForce GTX 960,4,Intel Xeon E3-1220 V6,25,GeForce GTX 960,249,,11.77,285.77
1620600,Master of Puppets,2022,Quad-core 64-bit CPU @ 2.3GHz,GeForce GTX 1650,8,Intel Pentium E2220,12.99,GeForce GTX 1650 SUPER,419,,31.99,463.98
2149070,Cosplay Collection,2022,intel i5,RTX 3060ti,12,Intel Core i5-2400,49.99,GeForce RTX 3060 Ti,489.09,,59.99,599.07
1748050,A Sinful Camp,2022,1.2 GHz,DirectX 9 compatible graphics card,8,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,31.99,164.97
1131240,Dungeons of Edera,2022,AMD Ryzen 7 2700 / Intel Core i5-9500F,Radeon RX 5700 XT / Geforce RTX 2060 (8GB),16,Intel Core i5-2400,49.99,GeForce RTX 2060 SUPER,575,,43.83,668.82
2057820,Desstroke,2022,AMD Ryzen 5 2600 / Intel Core i5-10400,AMD Radeon RX 580 / NVIDIA GeForce GTX 970,0.0,Intel Core i5-2400,49.99,GeForce GTX 970,100,,11.74,161.73
1893050,DOOM TOMB,2022,AMD Ryzen 7 3700X 8-Core Processor,NVIDIA GeForce GTX 660,8,AMD Ryzen 7 3700X,142.94,GeForce GTX 660,,,31.99,174.93
1196300,RTX Sweeper,2022,Ryzen 5 5600G,RTX 3070,8,AMD Ryzen 5 5600,125.61,GeForce RTX 3070,698,,31.99,855.60
1949960,Super Kiwi 64,2022,Pentium(R) Dual-Core CPU T4200 2.00GHz,NVIDIA GeForce GTX 960,1,Intel Pentium E2220,12.99,GeForce GTX 960,249,,11.74,273.73
1943810,Pitchfork Kingdom,2022,Intel i5-650 / AMD A10-5800K,Nvidia GeForce GTX 650 / Radeon HD 7510,4,Intel Core i5-2400,49.99,GeForce GTX 650,,,11.77,61.76
1883530,SnackHunter,2022,2.33 GHz Quad Core or Greater,GeForce 600+ / Radeon 6000+,8,Intel Pentium E2220,12.99,GeForce GTX 660,,,31.99,44.98
1972360,Cryptr,2022,Intel Core i7-10700 2.90 GHz,GeForce GTX 2060,16,Intel Core i7-10700KF,245,GeForce RTX 2060,309,,43.83,597.83
1945910,maze to the old castle,2022,ryzen 3/intel i5,Nvidia GTX 970 / AMD Radeon RX 480 2gb,12,Intel Core i5-2400,49.99,GeForce GTX 970,100,,59.99,209.98
1676910,Onde,2022,Intel Core i5 or equivalent,NVIDIA GTX 1050 graphics card or better DirectX11 compatible graphics card,8,Intel Core i5-2400,49.99,GeForce GTX 760,269,,31.99,350.98
2199380,Laruaville 13 Match 3 Puzzle,2022,1.6 Ghz,DirectX8 compatible,4,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.77,179.63
2057720,Battle of Tanks,2022,intel i5-2500,GTX 960,2,Intel Core i5-2500K,100,GeForce GTX 960,249,,11.74,360.74
993110,Skinwalker Hunt,2022,Intel Core i5-2500k,NVIDIA NVIDIA GTX 980 (4GB) or Radeon RX 590,8,Intel Core i5-2500K,100,GeForce GTX 980,389,,31.99,520.99
1590910,Forgive Me Father,2022,"Intel Core i5, AMD Ryzen or equivalent",NVIDIA GeForce GTX 1050ti,16,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,43.83,357.81
1414650,EDENGATE: The Edge of Life,2022,Intel Core I7 (3.6Ghz) / AMD Ryzen 7 (3.6Ghz),NVIDIA Geforce GTX 1660 or AMD Radeon RX 5500XT,8,Intel Pentium Gold G5420,29,GeForce GTX 1660 SUPER,339,,31.99,399.99
898890,Endling - Extinction is Forever,2022,Intel i7 / AMD Ryzen 7,GTX 1070 4GB / Radeon RX 5700-XT 4GB or better,8,Intel Core i7-3770,98.69,GeForce GTX 1070,469,,31.99,599.68
1380690,MP5,2022,Intel Core i5-9400F,GeForce GTX 1660,16,Intel Core i5-9400F,93,GeForce GTX 1660,231.32,,43.83,368.15
1600570,Parallelia,2022,Intel Core i7-4770 @ 3.4 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalent,NVIDIA GeForce GTX 970 or AMD R9 290X (4GB VRAM with Shader Model 5.0 or better),16,Intel Core i7-3770,98.69,GeForce GTX 970,100,,43.83,242.52
1771360,Gerda: A Flame in Winter,2022,Intel Core i5-3470 (4 * 3200) or equivalent,GeForce GTX 1050 (2048 VRAM) or equivalent,16,Intel Core i5-3470,95.46,GeForce GTX 1050 Ti,263.99,,43.83,403.28
2177610,Reality Noclip: The Backrooms,2022,Quad Core (3.0 GHZ),Dedicated graphics card with 1024MB VRAM,2,Intel Pentium E5700,14.99,GeForce GTX 660,,,11.74,26.73
1912380,Soccer Story,2022,High-range Intel Core i5,Nvidia Geforce GTX 760/equivalent or higher,0.5,Intel Core i5-2400,49.99,GeForce GTX 760,269,,11.74,330.73
1382980,Fech The Ferret,2022,Intel Core i5 9600 / Ryzen 5 1600,Nvidia GTX 1050 / Nvidia GTX 660 Ti / AMD Radeon HD 7790,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
1647770,Ankora: Lost Days,2022,Intel Core i5,NVIDIA GeForce GTX 660 / AMD Radeon HD 7850,4,Intel Core i5-2400,49.99,GeForce GTX 660,,,11.77,61.76
1797880,Lost Light,2022,i3-8100,GTX 1650,8,Intel Core i3-8100,60.78,GeForce GTX 1650 SUPER,419,,31.99,511.77
1379870,Tribal Hunter,2022,Quad-Core Processor 3.0 Ghz,2 GB Video Memory,6,Intel Pentium E5700,14.99,GeForce GTX 760,269,,31.99,315.98
680240,Alien Life Lab,2022,Intel i3,GeForce GTX 660,6,Intel Core i3-7100T,29,GeForce GTX 660,,,31.99,60.99
1497290,Personal Rocket,2022,1 GHz,DirectX compatible card,1,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.74,179.60
2077180,SCP: Daybreak,2022,Intel Core i7 or equivalent,NVIDIA GeForce GTX 1650 / RTX 2060 SUPER or higher.,16,Intel Core i7-3770,98.69,GeForce GTX 1650 SUPER,419,,43.83,561.52
1774380,Cine Tracer 2,2023,"Quad-core Intel or AMD, 2.5 GHz",DirectX 11 or 12 compatible graphics card,32,Intel Pentium E5700,14.99,GeForce GTX 760,269,,125.99,409.98
1122340,Chef Life: A Restaurant Simulator,2023,Intel Core i5-2400 or AMD FX-8350,"NVIDIA GeForce GTX 760, 2 GB or AMD Radeon HD 7870, 2 GB",6,Intel Core i5-2400,49.99,GeForce GTX 760,269,,31.99,350.98
1912140,The Dreamland,2023,INTEL CORE i7-13700K,NVIDIA GEFORCE RTX 3080,64,Intel Core i7-13700F,255,GeForce RTX 3080 10GB,779,,149.99,1183.99
1740130,Loco-Sort,2023,AMD Ryzen 7 5800X,NVIDIA GeForce RTX 3070,8,AMD Ryzen 7 5800XT,140,GeForce RTX 3070,698,,31.99,869.99
1356810,Hexarchy,2023,Intel i5 / AMD Ryzen 3 Pro 2200G or higher,Nvidia GTX 970 or AMD R9 390 or higher,8,Intel Core i5-2400,49.99,GeForce GTX 970,100,,31.99,181.98
2152810,Forge Industry,2023,Intel Core i5-4460,GTX 960,8,Intel Core i5-4460,68.56,GeForce GTX 960,249,,31.99,349.55
1912130,SNWBRD: Freestyle Snowboarding,2023,Octa Core processor &gt; 3.0GHz,"NVIDIA® GeForce™ GTX 2070, AMD® Radeon™ 5700XT",16,Intel Pentium E5700,14.99,GeForce RTX 2070 SUPER,738,,43.83,796.82
2120790,Ringborn,2023,AMD Ryzen 7 3600 or Intel i7-9600,Radeon RX 5600 XT or Nvidia RTX 2060,16,Intel Pentium E5700,14.99,GeForce RTX 2060 SUPER,575,,43.83,633.82
1756440,Rarity Chase,2023,Intel core i5 5200u 2.7 Ghz or better,NVIDIA GeForce GTX 960 4 GB VRAM or similar,8,Intel Core i5-2400,49.99,GeForce GTX 960,249,,31.99,330.98
1772050,Souls of White Star,2023,Intel i5-10600K,NVIDIA GeForce RTX 2080,16,Intel Core i5-10600K,174.99,GeForce RTX 2080,735,,43.83,953.82
2228390,Fairy Fencer F: Refrain Chord,2023,Intel CPU Core i7 3770 or above,GeForce GTX 970 or AMD RX 560 2GB equivalent,8,Intel Core i7-3770,98.69,GeForce GTX 970,100,,31.99,230.68
1928420,Farlight 84,2023,"Intel Core i5-6500, AMD Ryzen 5 1500x or Equivalent","NVIDIA GeForce® GTX 1060 5G, AMD RX5500XT, Intel Arc A580 or Equivalent",16,Intel Core i5-2400,49.99,GeForce GTX 1060 6GB,445,,43.83,538.82
2004640,Svarog's Dream,2023,Intel Core i7-12700 / AMD Ryzen 7 5800,GeForce RTX 3070,16,Intel Core i7-3770,98.69,GeForce RTX 3070,698,,43.83,840.52
1985040,无常,2023,Intel(R) Core(TM) i5-10600K 或同等cpu,Nvidia GeForce RTX 2060,16,Intel Core i5-10600K,174.99,GeForce RTX 2060,309,,43.83,527.82
2073850,THE FINALS,2023,Intel Core i5-9600K or AMD Ryzen 5 3600 processor,NVIDIA GeForce RTX 2070 or AMD Radeon RX 5700 XT,16,Intel Core i5-2400,49.99,GeForce RTX 2070 SUPER,738,,43.83,831.82
1465560,Against All Odds,2023,Intel Core i5 or AMD equivalent,NVIDIA GTX 660 or AMD Radeon HD 7950,6,Intel Core i5-2400,49.99,GeForce GTX 660,,,31.99,81.98
2001340,Fuga: Melodies of Steel 2,2023,Intel Core i3-3220 / AMD A8-7650K,GeForce GTX 760 (2GB) / Radeon R7 260X (2GB),8,Intel Core i3-7100T,29,GeForce GTX 760,269,,31.99,329.99
1677280,Company of Heroes 3,2023,Intel i7 8th-gen or AMD Ryzen desktop processor with 8 cores @ 3GHz or equivalent performance,"NVIDIA GeForce GTX 1660, AMD Radeon RX 5600, or equivalent performance",16,Intel Pentium E5700,14.99,GeForce GTX 1660,231.32,,43.83,290.14
1478970,AI Olympius,2023,4 core / 8 threads | Intel Core i7-7700 | Ryzen 5 1400,8GB VRAM | RTX2070 | RX 6700 XT,8,Intel Core i7-3770,98.69,GeForce RTX 2070 SUPER,738,,31.99,868.68
1165530,Offroad Truck Simulator: Heavy Duty Challenge®,2023,"Intel core i7 3,4 GHz gen 5+ or equivalent",NVidia RTX 2080 or equivalent,16,AMD FX-4350,55.05,GeForce RTX 2080,735,,43.83,833.88
1984790,Drago Noka,2023,Ryzen 3 3100,GTX 1650,16,AMD Ryzen 3 3100,96.43,GeForce GTX 1650 SUPER,419,,43.83,559.26
698660,UKNON Jones & Guynelk - Awesome!,2023,AMD Ryzen 7 5800H with Radeon Graphics,NVIDIA GeForce RTX 3060,8,AMD Ryzen 7 5800XT,140,GeForce RTX 3060 12GB,256.98,,31.99,428.97
2251930,CGI™: The Game,2023,I7-8th gen,Nvidia GTX 1050,8,Intel Core i7-3770,98.69,GeForce GTX 1050 Ti,263.99,,31.99,394.67
2141520,Survivor Mercs,2023,3 GHz quad-core,"GeForce GTX 1660 or higher, Radeon RX 5500 RT or higher",16,Intel Pentium E5700,14.99,GeForce GTX 1660,231.32,,43.83,290.14
2142400,The Riese Project - Prologue,2023,Intel Core i9-9900KF / AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070 or AMD Radeon RX 7900 XT (12 GB VRAM or higher) DirectX: Version 12,16,Intel Core i9-7920X,170.66,GeForce RTX 4070,579,,43.83,793.49
2251670,At the dream end,2023,Dual Core 1.6 GHz,OpenGL compatible 256MB VRAM,0.0,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.74,179.60
2435330,Zombiepede,2023,Intel Core i5 or AMD Ryzen 5,NVIDIA GeForce GTX 970 orAMD Radeon R9 390 or higher,8,Intel Core i5-2400,49.99,GeForce GTX 970,100,,31.99,181.98
2613960,FLEX Disc Golf,2023,Six-Core Intel or AMD 3.4GHz or superior,NVIDIA GeForce RTX 2080 or AMD Radeon RX 6650,0.0,Intel Xeon E3-1220 V6,25,GeForce RTX 2080,735,,11.74,771.74
2427590,Ma3,2023,Intel Core i5 3470 @ 3.2GHz (4 CPUs) / AMD X8 FX-8350 @ 4GHz (8 CPUs),NVIDIA GTX 660 2GB / AMD HD 7870 2GB.,8,Intel Core i5-2400,49.99,GeForce GTX 660,,,31.99,81.98
2349820,Hero's Land,2023,Intel i5 7代 or AMD FX 6300,NVIDIA GeForce GTX 1050,4,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,11.77,325.75
2681110,Gunner Girl 女枪手,2023,Intel i5,GTX1650,4.9,Intel Core i5-2400,49.99,GeForce GTX 1650 SUPER,419,,11.77,480.76
2725240,FADE^2,2023,Intel Core i3-2120 | AMD FX-4350,Nvidia GTS 450 | AMD Radeon HD 5750,4,Intel Core i3-7100T,29,Radeon HD 5450,64.95,,11.77,105.72
1636150,Heavyarms Assemble: WWII,2023,i5-9400F 2.9GHz,"Discrete graphics, GTX 1660 6GB",16,Intel Core i5-9400F,93,GeForce GTX 1660,231.32,,43.83,368.15
2363290,Fireworks Frenzy,2023,Intel i7 or AMD equivalent (AMD FX 9500+ Series),NVIDIA GeForce GTX 970 or AMD R9 290X or better,16,Intel Core i7-3770,98.69,GeForce GTX 970,100,,43.83,242.52
2168380,Super-Spatial,2023,AMD Ryzen 5 2600,NVIDIA GTX 1050,8,AMD Ryzen 5 2600X,115,GeForce GTX 1050 Ti,263.99,,31.99,410.98
2198560,Mancala,2023,1.6 GHz,Graphics card supporting DirectX,8,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,31.99,199.85
1686430,Monster Maker,2023,Intel Core i5 7代或同级别以上处理器,NVIDIA GeForce GTX 1660或同级别以上显卡,16,Intel Core i5-2400,49.99,GeForce GTX 1660,231.32,,43.83,325.14
2064810,CityDriver,2023,"AMD Ryzen 7 5800X or Intel Core i7-12700 (8+4 cores, 16 threads)","NVIDIA GeForce RTX 3080 or AMD Radeon RX 7900 XT, with 12 GB VRAM or better",32,Intel Core i7-3770,98.69,GeForce RTX 3080 10GB,779,,125.99,1003.68
2346730,Day at the Races,2023,Intel Core i5 or AMD equivalent,Nvidia Geforce GTX 960 or AMD equivalent,8,Intel Core i5-2400,49.99,GeForce GTX 960,249,,31.99,330.98
1111080,Ghost Feed,2023,i5 or above,Nvidia GTX 760 or above,8,Intel Core i5-2400,49.99,GeForce GTX 760,269,,31.99,350.98
2414320,Veil of Darkness,2023,1.8 GHz,3D graphics card compatible with DirectX 9,0.5,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
2426250,Halls of Watershot,2023,2.7 GHz Intel Core i5 or equivalent,NVIDIA GeForce GTX 650,8,Intel Pentium E5700,14.99,GeForce GTX 650,,,31.99,46.98
2235790,Howl of Iron,2023,Intel Core i7,Nvidia Geforce RTX 2080,16,Intel Core i7-3770,98.69,GeForce RTX 2080,735,,43.83,877.52
2283240,Ultimate Flight Simulator Pro,2023,"Intel Core i7-3770, 3.4 GHz",GeForce GTX 970 or GeForce GTX 1060 / Radeon R9 290X or Radeon RX 480,4,Intel Core i7-3770,98.69,GeForce GTX 970,100,,11.77,210.46
2434720,Maces and Dices,2023,3 GHz Quad Core,Nvidia GTX 960,4,Intel Pentium E5700,14.99,GeForce GTX 960,249,,11.77,275.76
1046830,Infinite Waves TD,2023,AMD FX-8370E / Intel Core i5-7500,GeForce GTX 960 / Radeon RX 570,8,Intel Core i5-2400,49.99,GeForce GTX 960,249,,31.99,330.98
1348690,Oaken,2023,3.3 Ghz to 3.69 Ghz,Geforce GTX 960,4,Intel Xeon E3-1220 V6,25,GeForce GTX 960,249,,11.77,285.77
2646520,World Leaders,2023,Intel/AMD Core (2.0GHz and above),DirectX 11,8,Intel Pentium E2220,12.99,GeForce GTX 760,269,,31.99,313.98
2224260,Bloody Heaven,2023,Intel i7 12700K,GeForce RTX 3060,16,Intel Core i7-12700KF,174.99,GeForce RTX 3060 12GB,256.98,,43.83,475.80
2056700,KAGITORI -BIRD IN THE CAGE HIDING THE KEY-,2023,Intel® Core ™ i7 or more,OpenGL 3.3 or more,8,Intel Core i7-3770,98.69,GeForce GTX 460,154.87,,31.99,285.55
2060870,Invincible Presents: Atom Eve,2023,3.5 GHz Intel Core i5 or AMD FX,nVidia GTS 960 or AMD Radeon HD 7990 with 4 GB RAM,8,Intel Xeon E3-1220 V6,25,GeForce GTX 960,249,,31.99,305.99
2278640,Love on Leave,2023,Intel Core i5-8500 over,NVIDIA GeForce GTX 1050 over,8,Intel Core i5-8500T,125,GeForce GTX 1050 Ti,263.99,,31.99,420.98
2302840,Compass of Destiny: Istanbul,2023,Intel Core™ i7-5930K or AMD FX-9590,NVIDIA® GeForce® GTX 3060 or AMD RX 6600,12,Intel Core i7-3770,98.69,GeForce RTX 3060 12GB,256.98,,59.99,415.66
2274870,Garden of God,2023,2.0 GHz Core 2 Duo,OpenGL 2.0 or DirectX 9.0c compatible,2,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
